292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
331	0
332	0
334	0
335	0
338	0
339	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
358	0
382	0
383	0
440	0
443	0
445	0
446	0
447	0
464	0
465	0
469	0
470	0
471	0
472	0
485	0
492	0
493	0
494	0
506	0
507	0
526	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
680	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
693	0
694	0
695	0
696	0
697	0
698	0
700	0
701	0
702	0
705	0
710	0
724	0
763	0
809	0
875	0
877	0
292	1
293	1
294	1
295	1
296	1
297	1
298	1
299	1
300	1
301	1
302	1
303	1
304	1
305	1
306	1
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	1
322	1
323	1
324	1
325	1
326	1
327	1
328	1
329	1
331	1
332	1
334	1
335	1
338	1
339	1
343	1
344	1
345	1
346	1
347	1
348	1
349	1
350	1
351	1
352	1
353	1
354	1
355	1
358	1
382	1
383	1
440	1
443	1
445	1
446	1
447	1
464	1
465	1
469	1
470	1
471	1
472	1
485	1
492	1
493	1
494	1
506	1
507	1
526	1
667	1
668	1
669	1
670	1
671	1
672	1
673	1
674	1
675	1
676	1
677	1
678	1
680	1
682	1
683	1
684	1
685	1
686	1
687	1
688	1
689	1
690	1
691	1
693	1
694	1
695	1
696	1
697	1
698	1
700	1
701	1
702	1
705	1
710	1
724	1
763	1
809	1
875	1
877	1
292	2
293	2
294	2
295	2
296	2
297	2
298	2
299	2
300	2
301	2
302	2
303	2
304	2
305	2
306	2
307	2
308	2
309	2
310	2
311	2
312	2
313	2
314	2
315	2
316	2
317	2
318	2
319	2
320	2
322	2
323	2
324	2
325	2
326	2
327	2
328	2
329	2
331	2
332	2
334	2
335	2
338	2
339	2
343	2
344	2
345	2
346	2
347	2
348	2
349	2
350	2
351	2
352	2
353	2
354	2
355	2
358	2
382	2
383	2
440	2
443	2
445	2
446	2
447	2
464	2
465	2
469	2
470	2
471	2
472	2
485	2
492	2
493	2
494	2
506	2
507	2
526	2
667	2
668	2
669	2
670	2
671	2
672	2
673	2
674	2
675	2
676	2
677	2
678	2
680	2
682	2
683	2
684	2
685	2
686	2
687	2
688	2
689	2
690	2
691	2
693	2
694	2
695	2
696	2
697	2
698	2
700	2
701	2
702	2
705	2
710	2
724	2
763	2
809	2
875	2
877	2
